ID,name,age,region,experience,hours_per_week,overtime,performance,education,salary
753,Nathan Osborne,47,Seoul,19,50,0,59,Master,110066.74
1645,Madison Calhoun,55,Rural,30,38,0,81,PhD,141408.38
93,Scott Taylor,30,Seoul,8,31,1,84,Highschool,73720.68
4825,Heather Mckay,50,Seoul,23,41,1,82,Highschool,104013.53
3102,Julie Chapman,32,Seoul,27,58,1,94,Master,125418.08
2433,Donna Williams,60,Seoul,21,47,0,69,Bachelor,128629.48
2630,Mark Peterson,24,Rural,10,35,0,50,Highschool,59808.05
1491,Alex Hoffman,22,Metro,8,44,1,68,Bachelor,77112.84
2896,Christopher Elliott,42,Seoul,2,30,1,85,Highschool,90904.06
2178,Sarah Romero,42,Metro,9,42,0,71,Master,91121.38
730,Diana Kennedy,55,Metro,5,39,1,74,Master,102282.79
4760,Cory Callahan,46,Seoul,28,48,0,94,Bachelor,122093.07
2472,Jay Stone,36,Seoul,26,37,0,53,Bachelor,97719.81
2243,Angela Newman,46,Metro,7,37,1,84,Bachelor,107760.0
1937,Austin Wagner,60,Seoul,27,35,0,95,Master,124931.29
1746,Dylan Washington,26,Metro,16,40,0,81,Bachelor,87372.22
4747,Charles Alvarado,44,Rural,29,48,0,55,Highschool,90417.0
4374,Michael Fox,59,Seoul,1,33,0,90,Highschool,100576.2
3492,Emily Pruitt,26,Seoul,3,33,1,54,Bachelor,73051.99
1111,Jerry Mendez,43,Seoul,20,49,0,62,Highschool,101657.42
3338,Paula Russo,44,Seoul,17,39,1,99,Bachelor,103856.98
4033,Brian Bates,40,Rural,1,50,1,59,Highschool,76951.32
4472,Clinton Johnson,56,Metro,4,40,0,96,Master,102031.52
4158,Ms. Tammy Montgomery MD,31,Metro,27,52,1,90,Highschool,112834.79
347,Joseph Green,29,Metro,24,50,1,87,PhD,123962.26
1186,Malik Moore,30,Seoul,30,31,0,81,Bachelor,111000.27
4007,Robert Fleming,24,Metro,14,47,0,85,Highschool,72808.24
1516,Dennis Smith,36,Metro,5,31,0,70,PhD,92152.63
4670,Jennifer Mitchell,58,Metro,9,40,0,55,Bachelor,102039.35
579,Christine Bryant,37,Seoul,24,42,1,63,Master,113375.77
1965,Thomas Shaw,59,Metro,28,60,0,60,Master,130027.9
76,Chelsea Barker,46,Rural,27,46,1,58,Highschool,95445.67
1430,Nicole Rivera,41,Metro,6,52,0,62,PhD,112541.21
3713,Amanda Mckenzie,48,Rural,4,55,1,75,Master,104340.17
4431,Janice Bond,38,Seoul,25,33,1,58,Master,112236.3
2752,Samantha Johnson,38,Rural,2,52,0,56,Master,85375.72
4953,Kelly Clark,22,Rural,8,36,0,59,Master,70921.9
1847,Jesus Thomas,25,Seoul,23,40,1,54,Bachelor,87344.06
132,Jacob Davis,34,Metro,14,55,1,93,Bachelor,106373.82
179,Gregory Watson,23,Seoul,18,53,0,61,Bachelor,99356.78
2900,Jared Coleman,30,Metro,25,36,0,71,Master,112007.61
4467,Michael Kelly,27,Metro,30,39,0,97,Bachelor,104243.48
4195,Robert Rodriguez,31,Rural,6,51,0,88,Master,89621.13
2523,Krystal Jones,43,Seoul,3,37,1,63,Highschool,91095.11
1843,Tracey Buck,46,Metro,15,43,0,58,Highschool,91475.63
2099,Kathleen Burns,53,Metro,1,51,0,99,PhD,112690.09
3950,Daniel Brown,50,Rural,0,35,0,50,Bachelor,76105.91
2374,Adam Schwartz,37,Seoul,13,60,0,88,Master,118598.81
605,Alison Hopkins,39,Metro,14,58,1,57,Highschool,105359.57
2628,Alison Fletcher,55,Metro,28,44,1,98,Highschool,137053.98
26,William Vega,48,Rural,8,47,0,57,Bachelor,85392.57
659,Megan Rivera,33,Metro,0,59,0,71,Bachelor,78381.08
4978,Shannon Frederick,43,Rural,11,36,0,56,Highschool,69195.11
3318,Wayne Jones,28,Metro,7,50,0,73,Bachelor,78468.03
3869,Amy Smith,41,Rural,0,40,0,54,Bachelor,64520.52
174,Deanna Young,58,Rural,12,57,1,73,Bachelor,110668.46
1612,Michael Osborne,53,Seoul,26,52,1,96,Highschool,119736.32
438,Nicholas Adams,44,Seoul,26,55,0,100,Bachelor,128066.05
332,William Martinez,44,Rural,23,33,0,83,PhD,106013.69
3101,David Schmidt,59,Seoul,28,31,1,72,Highschool,116401.37
1455,Howard Washington,36,Rural,7,34,0,56,Bachelor,71124.08
343,Ellen Williams,27,Metro,4,51,0,60,Bachelor,69319.14
3210,Miguel Barrera,44,Metro,10,31,0,51,PhD,112075.02
4577,Sara Scott,59,Metro,9,37,0,79,PhD,116030.66
1089,Matthew Jackson,40,Metro,16,38,0,65,Highschool,81392.0
480,David Huynh,40,Rural,22,60,1,63,Master,107542.96
728,Tammy Gibbs,33,Rural,17,50,1,86,Bachelor,102058.78
3784,Carol Welch,31,Metro,12,60,1,64,Bachelor,97992.4
977,Phillip Garcia,32,Metro,12,58,1,61,Bachelor,93010.98
3785,Antonio Haynes,48,Metro,22,40,1,97,Master,126698.6
2978,Daniel Oconnor,53,Seoul,13,37,1,66,Bachelor,101665.4
1929,Jennifer Smith,34,Metro,12,40,0,90,Highschool,85548.02
1469,Mr. Jake Juarez MD,50,Metro,6,33,0,91,Highschool,91558.07
1225,Mrs. Christina Perez MD,37,Seoul,20,30,0,65,Master,105465.34
2857,Gregory Young,36,Rural,3,55,1,99,Bachelor,87185.71
1953,Courtney Guerrero,29,Metro,23,44,1,57,Highschool,84455.36
4831,Austin Murphy,43,Metro,9,42,0,62,Highschool,87591.25
4501,Taylor Rasmussen,54,Rural,13,54,1,57,Bachelor,112000.68
1893,April Lewis,45,Metro,19,56,0,63,Highschool,91316.39
1300,Christopher Castillo,45,Metro,3,57,0,85,Bachelor,97497.55
2991,Colleen Christian,57,Seoul,22,37,0,53,Bachelor,118269.77
4600,Charles Mccoy,33,Rural,21,53,1,57,PhD,119676.74
661,Chad Cook,26,Seoul,27,49,1,56,Bachelor,97380.34
4578,Kelly Bryant,50,Metro,8,50,0,77,Bachelor,108530.09
4074,Andre Smith,59,Metro,12,39,0,79,PhD,120349.73
2785,Deanna Anderson,44,Seoul,25,31,1,56,Bachelor,118001.0
4938,Stefanie Butler,53,Metro,1,58,1,50,Highschool,88112.54
3828,Renee Goodman,46,Seoul,28,48,0,79,Bachelor,119871.5
2715,Andrea Wilson,40,Metro,29,46,0,85,Highschool,115260.53
4658,David Turner,56,Metro,3,50,0,77,Bachelor,99745.88
268,Melissa Sanders,43,Metro,6,59,1,82,Master,107444.83
4443,Mckenzie Graham,32,Seoul,1,56,0,63,Bachelor,76713.73
4960,Rebecca Gutierrez,23,Rural,15,46,1,65,Highschool,73461.71
3373,Kathy Rodriguez,54,Seoul,17,44,1,73,Highschool,110175.77
3596,April Smith,53,Rural,23,40,0,86,Bachelor,107413.34
4317,Jonathan Rodriguez,46,Rural,17,40,0,69,Bachelor,95279.69
3723,Joshua Conner,45,Metro,4,41,1,98,Bachelor,97083.6
3407,Robert Rhodes,33,Rural,23,31,0,51,PhD,110248.63
1279,Erica Nelson,50,Seoul,26,32,0,77,PhD,125357.93
4641,Robert Hester,27,Metro,23,45,0,91,Bachelor,106161.45
3918,Mrs. Paige York,51,Metro,17,43,1,54,Highschool,105842.7
2679,John Fisher,30,Metro,15,43,1,86,Bachelor,102349.93
1622,Ivan Kennedy,31,Metro,17,42,1,50,Bachelor,87573.15
4104,Anne Rivera,58,Seoul,16,53,1,50,Bachelor,112480.16
2858,Hannah Moore,60,Seoul,7,42,0,73,Highschool,99265.88
1897,Miranda Williamson,47,Rural,2,41,1,65,Highschool,71968.64
3925,Katelyn Bowen,31,Seoul,28,59,1,95,Bachelor,127345.53
3015,Larry Long,49,Seoul,26,54,1,77,Bachelor,132395.55
4439,Ana Chavez,54,Seoul,13,51,1,99,Master,124719.88
68,Nicole Sutton,37,Seoul,0,46,0,70,Master,86704.68
2043,Christopher Brown,56,Rural,6,49,0,94,Bachelor,104723.13
2581,James Gordon,49,Seoul,8,40,1,69,Highschool,102250.84
3783,Mrs. Jennifer Fuentes,38,Metro,8,56,1,96,Highschool,89932.26
3791,Joseph Wright,25,Seoul,1,43,1,62,Bachelor,76200.48
821,Bradley Lawrence,32,Metro,4,35,1,80,Highschool,70909.84
1227,Karina Little,38,Seoul,26,56,1,65,Bachelor,121413.05
2992,Debra Thompson,38,Metro,6,37,0,90,PhD,111605.45
3133,Darryl Nelson,22,Seoul,9,55,0,60,Master,83472.23
2744,Denise Kane,41,Metro,10,46,1,70,Highschool,87716.59
4458,Austin Kramer,60,Metro,8,47,1,62,Highschool,112783.91
4270,Michael Roth,36,Seoul,26,42,0,94,Highschool,103942.71
3350,Mary Anderson,43,Metro,21,42,0,62,Highschool,96414.27
1144,Suzanne Rodriguez,33,Seoul,3,53,1,82,Highschool,79417.38
398,Dalton Perez,54,Metro,10,56,1,61,Master,127191.14
2907,Michelle Bailey,49,Metro,25,43,1,68,Highschool,105494.21
4302,Kari Williamson,53,Seoul,26,60,1,76,Master,132303.2
2760,Justin Nelson,33,Metro,12,31,0,54,Bachelor,78966.15
1399,Dr. David Andrews,39,Rural,25,50,1,71,Highschool,96636.31
1660,Alexander Saunders,44,Seoul,2,43,0,87,Highschool,82057.09
980,Brandi Farmer,58,Metro,2,55,1,73,Highschool,97245.74
1299,Anita Valenzuela,36,Seoul,2,54,0,75,Bachelor,88931.32
3556,Anne Mathis,57,Metro,10,54,1,65,Bachelor,124904.13
83,Sandra Mitchell,32,Metro,4,30,1,88,Highschool,75766.67
4508,Samuel Sullivan,48,Metro,12,30,1,81,Highschool,93601.77
2459,Lacey Smith,46,Metro,8,50,1,96,Master,106759.29
3740,Michael Rodriguez,55,Metro,16,39,1,86,Highschool,112336.2
3782,Kayla Adams,59,Metro,23,52,0,99,Master,134502.77
2289,Christian Lane,43,Seoul,25,59,1,77,Bachelor,136389.04
424,Michael Roberts,54,Rural,0,53,0,100,Bachelor,100484.47
4340,Nicole Parks,28,Rural,4,49,1,88,Highschool,67579.2
1905,Scott Baird,31,Seoul,22,38,1,56,Bachelor,103435.9
4539,James Stone,44,Metro,19,37,1,68,Bachelor,112090.87
3353,Michael Henson,28,Rural,18,47,0,72,Bachelor,92156.05
3103,Bonnie Kent,56,Metro,26,40,0,60,Highschool,112251.5
1566,Joseph Morales,54,Rural,6,47,0,78,Bachelor,104432.35
3356,Kathleen Mcbride,31,Rural,23,59,0,78,Highschool,95741.2
840,Wendy Estrada,34,Metro,29,30,0,79,Highschool,92141.48
501,Jeffrey Macdonald,60,Metro,24,46,1,80,Highschool,120360.8
142,Harold Tran,51,Seoul,13,41,1,92,Highschool,110232.22
1378,Robert Schneider MD,54,Metro,14,34,0,76,Bachelor,110152.36
3698,Jessica Zhang,39,Rural,11,30,1,52,Bachelor,79388.15
2145,Zachary Curtis,43,Rural,18,52,0,88,Highschool,92617.52
1139,Frank Martin,55,Metro,5,48,1,55,Bachelor,104161.33
2928,Dennis Klein,39,Seoul,30,46,1,93,Master,136869.09
1788,Hannah Rogers,55,Seoul,4,40,1,63,Highschool,105045.45
3485,Dean Moore,22,Rural,2,56,1,66,Bachelor,67133.71
551,Dr. Timothy Coleman,34,Rural,29,37,0,84,Master,115461.92
4907,Phillip Rodriguez,28,Seoul,27,39,1,72,PhD,124533.27
2020,Sean Avery,54,Metro,5,32,1,52,Master,98901.56
949,Steven Anderson,48,Rural,23,37,0,92,Highschool,95703.78
2601,Tamara Kim,25,Metro,18,37,0,63,Bachelor,79572.34
533,Dan Reilly,27,Metro,22,52,0,57,Highschool,85500.91
1830,Courtney Campos,33,Seoul,21,47,1,85,Bachelor,120445.82
2918,Shelley Mitchell,58,Seoul,4,35,0,84,Master,119529.02
4419,Monica Benson,38,Seoul,23,58,1,64,Master,123761.9
3872,Christopher Savage,25,Seoul,13,52,1,86,Highschool,82821.85
1603,Michaela Murray,33,Seoul,28,42,0,70,Highschool,96139.96
640,Stephanie Brown,31,Seoul,3,40,0,89,Highschool,68688.59
4833,Katrina Chapman,37,Metro,17,53,0,60,Bachelor,95789.1
968,Sandra Doyle,26,Seoul,3,36,0,99,Master,83450.23
4238,Carol Patterson,37,Metro,16,45,0,55,Bachelor,98825.99
2698,Lucas Caldwell,41,Seoul,5,47,1,85,Master,98449.32
1684,Cathy Carlson,44,Metro,7,53,0,55,Bachelor,85434.5
4471,Gregory Turner,29,Metro,21,43,0,55,Highschool,85807.75
2343,Diana Jones,41,Metro,13,57,1,52,Bachelor,108170.0
156,Rebekah Villanueva,30,Seoul,2,46,0,53,Master,88852.42
2488,Judy Garrett,44,Metro,19,56,1,93,Highschool,112979.02
4642,Regina Rush,27,Seoul,23,39,1,90,Bachelor,95421.34
1090,Daniel Nicholson,40,Seoul,2,50,0,75,Bachelor,86887.58
2656,Rachel Webb,55,Metro,1,36,1,75,PhD,125191.82
4241,Jake Wright,48,Metro,28,52,1,58,Master,130094.17
289,Johnny Webb,27,Metro,15,54,1,94,Highschool,94597.72
931,Chelsea Rodriguez,59,Rural,7,54,0,87,Highschool,92306.05
2536,Jodi Mitchell,36,Seoul,13,48,0,85,Bachelor,91630.52
4029,Kevin Carter,53,Metro,20,54,0,51,Master,115280.27
3372,Kristen Garcia,32,Metro,15,43,0,84,Bachelor,97823.05
4622,David Clark,27,Seoul,28,45,1,75,Bachelor,118567.81
3292,Deborah Hernandez,57,Metro,8,46,0,83,Bachelor,105305.1
943,Heather Lee,23,Seoul,4,60,0,64,Highschool,66785.93
3860,Christine Lowe MD,59,Metro,20,60,0,78,Master,139204.17
4663,Penny Yates,22,Metro,23,46,1,86,Highschool,98090.98
1699,Carol Burns,29,Rural,16,37,1,75,Highschool,76209.96
4709,Matthew Lewis,44,Seoul,25,45,0,66,Highschool,100334.71
3201,Cynthia Aguilar,58,Rural,11,53,0,75,Master,114940.86
4602,John Rivera,43,Metro,25,48,0,78,Highschool,99997.38
4609,Richard Garcia,43,Seoul,1,58,0,91,Highschool,96298.87
986,Rebekah Schmidt,36,Seoul,18,35,0,58,Bachelor,87066.16
3319,Jennifer Perez,57,Metro,1,44,0,79,Bachelor,101478.33
2868,Jeffrey Lopez,30,Seoul,1,43,1,53,Bachelor,86444.88
4057,Bruce Allen,51,Seoul,22,34,0,90,Highschool,113222.53
4778,James Chavez,39,Seoul,16,60,1,87,Bachelor,108639.26
982,Samuel James,47,Metro,2,55,0,52,Master,89022.31
2493,Tanya Hill,46,Seoul,3,30,1,58,Master,98785.74
3793,Sharon Morris,30,Seoul,27,39,0,72,Bachelor,98013.7
3549,Charlene Mathis,41,Metro,17,54,0,55,Bachelor,105008.42
2943,Michael Bryant,26,Rural,17,53,1,89,Bachelor,98863.02
3528,Mark Benton,45,Rural,10,59,0,92,Bachelor,95975.77
3846,Tammy Davis,34,Rural,11,57,0,93,Highschool,80504.96
1458,Andrew Morrow,44,Rural,30,60,1,98,Master,141852.84
1396,Danielle Wood,51,Seoul,6,47,1,80,Master,125163.36
265,Thomas Walker,54,Rural,25,44,1,86,Master,132684.91
4096,Paul Armstrong,41,Seoul,10,33,0,88,Bachelor,93894.43
930,Jerome Leonard,54,Metro,25,36,0,68,Master,114970.63
4872,Dylan Clark,51,Metro,3,58,0,71,Bachelor,99222.68
2693,Eric Beasley,29,Metro,0,53,1,63,Bachelor,74533.37
247,Cheryl Miller,46,Seoul,22,30,1,57,Highschool,105569.14
3590,Rachel Moore,46,Metro,11,50,1,99,Highschool,106221.68
1759,Mr. Devon Smith DDS,29,Metro,12,30,1,89,Bachelor,81050.99
4866,Mr. Robert Holden,34,Seoul,23,43,0,63,Master,109390.5
2811,Daniel Owens,42,Seoul,23,54,1,91,Bachelor,127559.14
924,Shawn Blankenship,25,Rural,17,30,0,60,Bachelor,70472.92
2881,Vanessa Farley,23,Seoul,18,45,1,92,Bachelor,96969.04
269,Angela Allen,51,Seoul,30,54,1,58,Master,132769.2
670,Jonathan Mosley,23,Seoul,8,55,0,63,Highschool,75660.05
4476,Stephen Sandoval,23,Seoul,4,55,0,65,Highschool,66965.06
1911,Laura Davis,54,Metro,6,42,0,93,Highschool,89686.5
2986,John Mendez,45,Seoul,9,46,0,77,Bachelor,94905.45
1153,Taylor Webb DDS,33,Metro,15,41,0,60,Bachelor,90782.18
4818,Jessica Turner,36,Seoul,30,55,0,97,PhD,151978.76
3456,Donna Robinson,24,Metro,27,47,0,79,Master,116742.16
4242,Ronald Butler,44,Seoul,4,40,0,81,Bachelor,101871.31
4550,Tracy Hall,43,Seoul,3,43,0,81,Master,92873.76
2173,Linda Rowland,39,Seoul,20,52,1,54,Bachelor,115481.95
4516,Duane Garcia,55,Metro,27,31,0,98,Highschool,125364.57
1916,Jennifer Perez,42,Metro,20,48,1,82,Highschool,113759.26
613,Edward Strickland,22,Seoul,24,60,0,67,Highschool,92643.48
2407,Devon Delgado,32,Rural,27,56,0,92,Master,107067.76
4206,Randall Warren,38,Metro,18,37,1,63,Highschool,98288.12
1899,Kaitlyn Williams,58,Metro,0,51,0,51,Master,105187.05
1650,William Sanchez,24,Seoul,23,48,0,52,Highschool,83328.23
2608,Whitney Ward,24,Metro,23,41,0,65,PhD,110449.19
259,Diana Roman,42,Metro,15,54,0,51,Bachelor,97252.35
848,Christopher Kline,23,Seoul,7,38,1,60,Master,81320.05
4252,Henry Medina,52,Metro,13,34,0,65,Highschool,100574.38
1234,Anthony Cook,36,Rural,1,38,0,86,Bachelor,76013.43
1128,Ronald Roberts,47,Seoul,13,58,1,69,Highschool,99100.32
1968,Todd Jackson,24,Metro,27,32,0,61,Highschool,87230.61
559,William Burke,37,Seoul,1,57,0,83,Highschool,78563.65
3906,Peter Johnson,50,Seoul,11,42,0,90,Bachelor,114327.46
485,Amanda Anderson DVM,30,Rural,6,34,0,95,Bachelor,78977.05
1321,Jessica Robinson,27,Seoul,24,39,0,90,Highschool,95571.23
3405,Andrew Lawson,56,Rural,18,46,1,53,Bachelor,118575.81
8,Joshua Hayden,44,Rural,28,30,0,78,Highschool,98167.26
3280,Elizabeth Hampton,57,Seoul,3,60,1,89,Bachelor,127248.35
3190,Eric Jimenez,30,Seoul,11,50,0,67,Bachelor,93295.7
1451,Kristie Haynes,50,Rural,23,32,0,100,Bachelor,107949.46
3981,Amanda Taylor,35,Seoul,14,38,1,50,Bachelor,86696.07
1815,Stacy May,29,Rural,19,50,1,100,Bachelor,99216.41
774,Shelia Duncan,41,Metro,25,44,0,60,Highschool,105331.47
1012,Sean Taylor,47,Metro,7,50,1,64,Bachelor,100592.36
2819,Amanda Hahn,60,Seoul,0,46,0,54,Highschool,99285.19
3276,Courtney Orozco,45,Seoul,7,38,1,87,Highschool,103173.27
1992,Charles Bridges,37,Metro,16,34,0,99,Bachelor,104171.97
1278,Jessica Reid,50,Seoul,20,58,1,69,Highschool,105692.71
1784,Michelle Hartman,25,Seoul,19,35,0,95,Bachelor,85722.04
3106,Lindsey Jenkins,35,Rural,30,50,1,98,Bachelor,116324.8
447,Marco Edwards,28,Seoul,27,56,0,67,Bachelor,104368.25
881,Marcus Guerrero,42,Seoul,25,45,0,68,PhD,126874.96
4460,Tyler Winters,38,Metro,12,42,0,80,Bachelor,97022.46
782,Daniel Hall,55,Metro,0,42,0,64,PhD,98876.48
1750,Debra Le,47,Metro,0,37,1,68,PhD,104833.58
3389,Alejandro Wright,51,Rural,2,40,0,80,Master,103100.85
4882,George Soto,23,Metro,14,56,0,98,PhD,121039.53
884,Jesus Rodriguez,40,Rural,23,34,0,94,Bachelor,105046.58
2945,Gary Mcgee,45,Metro,8,39,0,80,Bachelor,101054.66
1092,Eric Norton,50,Rural,2,49,1,93,Highschool,89177.54
4784,Tina Adams,34,Metro,15,55,0,51,Master,92173.71
532,Aaron Hernandez MD,57,Rural,20,57,0,69,Highschool,101347.13
4023,Julie Boyd,46,Rural,24,43,1,51,Highschool,96591.97
4422,Dawn Walters,34,Metro,0,50,0,77,PhD,102267.55
4099,Robert Chen,33,Seoul,26,58,0,99,Highschool,112757.39
1728,Lisa Williams,45,Seoul,6,48,0,88,Bachelor,101347.99
611,Shawn Moon,26,Seoul,13,57,0,68,Master,101838.45
571,Gregory Mendoza,22,Metro,25,38,1,98,Master,115125.99
2672,Casey Quinn,42,Rural,8,57,0,77,PhD,98966.07
3719,Robert Stephens,46,Rural,17,53,1,54,Highschool,99307.28
344,Erika Burnett,36,Rural,5,39,1,81,Bachelor,75389.88
3001,Wesley Hanson,29,Seoul,10,57,0,57,Highschool,88937.6
3140,Sheri Horn,46,Seoul,11,38,0,93,Bachelor,102202.94
435,Samuel Cantrell,52,Seoul,25,45,0,54,Bachelor,109547.27
1904,Shane Fields,60,Rural,29,54,1,58,Highschool,119690.28
3805,Rebecca White,55,Rural,2,43,0,73,Master,100487.42
4777,Amanda Howard,37,Seoul,9,33,1,84,Master,110578.06
2070,Randall Stevens,57,Seoul,22,52,0,75,Master,130246.46
1538,Caitlin Palmer,52,Seoul,24,60,1,75,Highschool,133877.41
2253,Sarah Freeman,37,Rural,30,56,0,57,Master,120117.63
2347,Jamie Watts,27,Metro,22,35,1,61,Bachelor,91437.24
1518,Carrie Hernandez,51,Rural,18,51,0,57,Highschool,96270.41
966,Antonio Rivera,57,Metro,16,46,0,52,Highschool,91354.42
4407,Melanie Gomez,44,Rural,4,37,1,75,Bachelor,88615.03
529,Karen Coleman,28,Metro,16,51,0,54,Highschool,85061.17
177,Krystal Vargas,22,Seoul,21,52,1,95,Highschool,92282.59
3483,Andrew Flores,39,Seoul,16,31,1,66,Bachelor,91837.92
2544,Nicholas Carlson,47,Rural,6,60,0,87,Bachelor,91501.01
4936,Thomas Wolf,37,Rural,24,55,0,52,Highschool,89173.26
573,April Nelson,37,Rural,1,39,1,65,Master,75453.91
2300,Diane Robbins,36,Seoul,7,57,0,64,Highschool,90644.98
3509,Michelle Williams,26,Seoul,12,33,1,100,Master,96705.91
2460,Kathleen Stone,34,Metro,24,54,0,70,Highschool,93819.78
3610,Mitchell Nelson,24,Rural,14,52,0,58,Master,83375.81
4555,Erin Harris,36,Metro,10,46,0,76,Highschool,87363.82
2209,Jennifer Goodman,45,Metro,11,41,0,94,Bachelor,101711.24
4721,Chelsea Knapp,32,Metro,14,56,0,79,PhD,125009.18
2756,Kelly Morgan,22,Metro,22,59,0,54,Bachelor,98522.21
384,Lauren Stone,43,Metro,0,59,1,76,Master,94189.77
853,David Moore,58,Rural,0,36,0,62,Bachelor,78620.95
1881,Paula Dickson,28,Metro,19,45,1,59,Highschool,82642.05
371,Sandra Price,53,Rural,16,58,1,90,Bachelor,124773.43
2379,Matthew Todd,39,Seoul,2,51,1,76,Bachelor,92414.44
4324,Angela Tran,60,Rural,2,56,1,93,Highschool,109392.41
1106,Jennifer Jones,59,Metro,0,48,0,53,PhD,108800.73
3414,Tracy Fuller,59,Rural,28,43,1,93,Bachelor,125666.06
3947,Edward Cunningham,34,Seoul,14,36,0,61,Bachelor,84140.56
1337,Thomas Stone,46,Seoul,9,32,1,80,PhD,128190.17
2190,Susan Prince,55,Metro,10,57,1,50,Bachelor,107041.01
4595,Kevin Flores,52,Metro,14,49,0,86,Bachelor,102699.43
2320,Erin Smith,24,Metro,27,41,0,50,Bachelor,98938.78
4706,Dana Jones,27,Seoul,8,51,0,64,Bachelor,83555.97
3711,Travis Roach,47,Rural,24,33,1,64,Bachelor,102442.34
4849,Daniel Bowman,59,Metro,28,48,1,74,Bachelor,125595.94
1172,Sean Adams,45,Rural,11,44,1,91,Highschool,95464.76
4326,Jacob Price,38,Metro,5,56,1,87,Bachelor,95302.16
2695,Crystal Ball,40,Rural,23,32,1,82,Bachelor,98142.8
1423,Jacob Williams,49,Metro,29,38,0,62,Master,115346.39
2342,William Flores,55,Metro,17,56,0,61,Bachelor,119420.5
2652,Robert Frey,56,Metro,29,32,0,80,Bachelor,115775.92
4156,Gregory Allison,26,Metro,2,54,0,67,Highschool,70445.74
1465,Michael Sanders,56,Metro,12,51,0,83,Master,118353.91
875,Tiffany Clarke,29,Seoul,2,43,0,64,Highschool,71751.47
3340,Sarah Taylor,25,Metro,8,37,0,59,Bachelor,80046.46
4341,Michele Owens,56,Metro,25,46,1,85,Highschool,123872.95
1252,Charles Sosa,55,Metro,23,39,0,78,Bachelor,106331.22
2349,Shannon Conway,58,Metro,29,44,0,65,Highschool,119706.21
841,Ryan Carrillo,24,Metro,26,32,0,50,Highschool,78595.48
4569,David Miller,44,Metro,20,56,0,73,Bachelor,109614.92
582,Connor Patterson,33,Metro,21,51,1,64,PhD,132479.53
205,Charles Hansen,24,Metro,20,37,0,53,Master,84119.79
1642,Frank Prince,57,Seoul,1,39,0,68,Bachelor,106347.11
2015,Patricia Gray DDS,33,Rural,1,60,1,53,Highschool,69340.77
906,Elizabeth Kemp,27,Seoul,29,52,1,54,Bachelor,117506.69
632,David Bennett,52,Seoul,30,32,1,97,Bachelor,139298.2
3365,Tiffany Craig,22,Rural,24,35,1,100,Master,93190.12
1975,John Baker,38,Seoul,20,53,1,66,Master,108466.89
163,Jose Morris,45,Metro,18,30,0,66,Highschool,97733.19
3173,Diane Perez,50,Metro,18,41,0,98,Highschool,101064.47
3613,James Christensen,22,Seoul,8,40,1,56,Bachelor,84472.08
4676,Keith Cruz,25,Metro,17,60,1,83,Highschool,96327.56
618,Cassandra Burns,47,Metro,21,60,0,87,Master,131387.52
4069,Ashley Brooks,44,Seoul,16,58,1,94,Master,117775.32
1432,Stacie Smith,57,Rural,12,47,0,94,PhD,122728.92
548,Kim Salas,60,Metro,2,51,1,87,Bachelor,121231.25
3335,Nancy Ferguson,49,Metro,14,44,0,58,Master,118275.9
4547,Robert Williams,42,Rural,27,60,0,76,Bachelor,102896.68
4224,Robert Brown,59,Metro,26,38,0,54,Master,129442.07
2388,Evelyn Marshall,59,Metro,6,35,1,86,Bachelor,113807.04
4244,Michael Davis,30,Metro,8,55,0,82,Highschool,89459.79
3996,John Burch,33,Metro,7,42,1,76,Highschool,84460.36
4066,Alexis Clark,23,Metro,14,55,0,86,Bachelor,92844.76
1862,Miss Kimberly Woods PhD,51,Seoul,7,60,1,86,Bachelor,112713.62
641,Sarah Santiago,40,Rural,25,40,0,76,Bachelor,92157.0
3903,Michael Park,51,Seoul,16,46,1,55,Highschool,107115.22
638,Jennifer Blackwell,58,Rural,0,50,1,84,Bachelor,94714.3
4263,Dillon Warren,28,Seoul,0,37,0,99,Bachelor,74172.29
3911,Candice Phillips,44,Metro,8,43,0,52,Master,91430.56
2987,Julie Fitzgerald,56,Metro,23,51,1,65,Master,139194.23
2097,Gregory Bates,50,Metro,7,35,0,80,Master,110333.67
4612,Jillian Kerr,37,Metro,22,42,1,59,Highschool,99211.98
3076,Angel Cox,51,Rural,17,38,0,100,Bachelor,110711.44
3675,Pamela Miles,35,Rural,14,60,1,53,Bachelor,90692.1
2842,Michael Jackson,41,Seoul,4,51,0,73,Highschool,83121.38
922,Timothy Hamilton,48,Rural,4,58,1,97,Highschool,101619.36
547,Colleen Lewis,29,Metro,12,42,0,56,Highschool,77955.13
3667,Sarah Levine,26,Rural,16,35,0,53,Bachelor,75128.25
1901,Jonathan Collins,45,Seoul,16,39,1,78,Master,111318.74
2029,Natalie Nash,24,Metro,10,55,0,90,Bachelor,91345.81
2302,Sydney Welch,45,Metro,23,47,0,90,Master,110009.69
1886,John Gates,43,Seoul,22,35,0,96,Bachelor,114918.76
1643,Olivia Moore,23,Metro,20,40,1,51,PhD,106920.64
3510,Heather Wright,42,Seoul,9,60,1,79,Bachelor,109098.34
4810,Cassandra Little,44,Rural,2,33,0,52,Bachelor,68439.24
2098,Angel White,27,Seoul,6,50,0,72,PhD,105684.5
4358,Tammy Mckinney,60,Rural,9,38,0,73,Highschool,84933.6
3789,Alejandra Edwards,49,Seoul,7,42,1,82,Master,103459.16
